I_E_FLAG,END_DATE,DECL_PORT,I_E_PORT,DELAY
I,2018-11-03 12:45:17,3716,3716,164911
E,2018-11-03 12:45:36,3708,3708,164920
E,2018-11-03 12:45:37,3708,3708,164920
I,2018-11-03 12:45:56,3714,5301,164929
E,2018-11-03 12:46:10,3713,5301,164936
E,2018-11-03 12:46:19,3708,3708,164940
E,2018-11-03 12:46:20,3713,5301,164941
E,2018-11-03 12:46:29,3708,3708,164945
E,2018-11-03 12:46:30,3708,3708,164945
E,2018-11-03 12:46:30,3713,5301,164945
E,2018-11-03 12:47:12,3708,3708,164965
E,2018-11-03 12:47:19,3708,3708,164968
E,2018-11-03 12:47:26,3711,3711,164972
E,2018-11-03 12:47:48,3713,5301,164982
E,2018-11-03 12:47:55,3708,3708,164985
E,2018-11-03 12:48:05,3713,5301,164990
E,2018-11-03 12:48:22,3708,3708,164998
E,2018-11-03 12:48:22,3713,5301,164998
E,2018-11-03 12:48:45,3726,3708,165009
E,2018-11-03 12:49:12,3708,3708,165022
E,2018-11-03 12:49:12,3713,5141,165022
E,2018-11-03 12:49:31,3708,3708,165031
E,2018-11-03 12:49:32,3708,3708,165031
E,2018-11-03 12:49:42,3726,3708,165036
E,2018-11-03 12:49:43,3711,3711,165036
E,2018-11-03 12:49:52,3708,3708,165041
E,2018-11-03 12:50:20,3715,3715,165054
E,2018-11-03 12:50:21,3715,5301,165054
E,2018-11-03 12:50:21,3708,3708,165054
E,2018-11-03 12:50:44,3715,3715,165065
E,2018-11-03 12:50:50,3708,3708,165068
E,2018-11-03 12:50:52,3708,3708,165069
E,2018-11-03 12:51:00,3708,3708,165073
E,2018-11-03 12:51:14,3711,3711,165079
E,2018-11-03 12:51:25,3711,3711,165084
E,2018-11-03 12:51:31,3715,3715,165087
E,2018-11-03 12:51:31,3711,3711,165087
E,2018-11-03 12:51:32,3711,3711,165088
E,2018-11-03 12:51:34,3726,3708,165089
E,2018-11-03 12:51:39,3708,3708,165091
E,2018-11-03 12:51:56,3713,5301,165099
E,2018-11-03 12:51:58,3708,3708,165100
E,2018-11-03 12:52:24,3708,3708,165112
E,2018-11-03 12:52:25,3708,3708,165113
E,2018-11-03 12:52:25,3708,3708,165113
E,2018-11-03 12:52:31,3715,3715,165116
I,2018-11-03 12:53:01,3714,5301,165130
E,2018-11-03 12:53:10,3711,3711,165134
E,2018-11-03 12:53:14,3708,3708,165136
E,2018-11-03 12:53:45,3708,3708,165151
E,2018-11-03 12:53:45,3708,3708,165151
E,2018-11-03 12:53:45,3711,3711,165151
E,2018-11-03 12:53:45,3708,3708,165151
E,2018-11-03 12:53:56,3708,3708,165156
E,2018-11-03 12:53:57,3715,3715,165156
I,2018-11-03 12:54:11,3714,5345,165163
E,2018-11-03 12:54:18,3711,3711,165166
E,2018-11-03 12:54:34,3711,3711,165174
E,2018-11-03 12:54:51,3713,5301,165182
E,2018-11-03 12:54:54,3711,3711,165183
E,2018-11-03 12:55:03,3708,3708,165187
E,2018-11-03 12:55:04,3715,3715,165188
E,2018-11-03 12:55:22,3711,3711,165196
E,2018-11-03 12:55:34,3711,3711,165202
E,2018-11-03 12:56:14,3711,3711,165221
E,2018-11-03 12:56:24,3708,3708,165226
E,2018-11-03 12:56:25,3713,5301,165226
E,2018-11-03 12:56:31,3708,3708,165229
I,2018-11-03 12:57:10,3714,5345,165247
E,2018-11-03 12:57:18,3711,3711,165251
E,2018-11-03 12:57:22,3713,5301,165253
E,2018-11-03 12:57:24,3708,3708,165254
E,2018-11-03 12:57:30,3708,3708,165257
E,2018-11-03 12:57:39,3708,3708,165261
E,2018-11-03 12:57:51,3711,3711,165267
E,2018-11-03 12:58:00,3711,3711,165271
E,2018-11-03 12:58:11,3708,3708,165276
E,2018-11-03 12:58:31,3713,5141,165286
E,2018-11-03 12:58:37,3711,3711,165288
E,2018-11-03 12:58:51,3708,3708,165295
E,2018-11-03 12:58:53,3708,3708,165296
E,2018-11-03 12:59:17,3708,3708,165307
E,2018-11-03 12:59:27,3708,3708,165312
E,2018-11-03 12:59:31,3708,3708,165314
E,2018-11-03 12:59:31,3711,3711,165314
E,2018-11-03 12:59:35,3711,3711,165316
E,2018-11-03 12:59:41,3708,3708,165319
E,2018-11-03 12:59:51,3711,3711,165323
E,2018-11-03 12:59:54,3715,3715,165325
I,2018-11-03 13:00:05,3714,5345,165330
E,2018-11-03 13:00:11,3711,3711,165333
E,2018-11-03 13:00:15,3711,3711,165335
E,2018-11-03 13:00:24,3711,3711,165339
E,2018-11-03 13:00:33,3708,3708,165343
E,2018-11-03 13:01:04,3708,3708,165358
E,2018-11-03 13:01:05,3711,3711,165358
E,2018-11-03 13:01:17,3715,3715,165364
E,2018-11-03 13:01:18,3711,3711,165364
E,2018-11-03 13:01:22,3715,3715,165366
E,2018-11-03 13:01:31,3713,5301,165371
E,2018-11-03 13:01:45,3711,3711,165377
E,2018-11-03 13:01:55,3708,3708,165382
E,2018-11-03 13:01:55,3711,3711,165382
E,2018-11-03 13:01:58,3711,3711,165383
E,2018-11-03 13:02:17,3715,3715,165392
E,2018-11-03 13:02:25,3709,3708,165396
E,2018-11-03 13:02:32,3713,5301,165399
E,2018-11-03 13:02:42,3715,3715,165404
I,2018-11-03 13:03:05,3714,5345,165415
E,2018-11-03 13:03:12,3715,3715,165418
E,2018-11-03 13:03:35,3708,3708,165429
E,2018-11-03 13:04:02,3708,3708,165442
E,2018-11-03 13:04:02,3708,3708,165442
E,2018-11-03 13:04:05,3708,3708,165443
E,2018-11-03 13:04:12,3713,5141,165447
E,2018-11-03 13:04:16,3713,5301,165448
E,2018-11-03 13:04:22,3711,3711,165451
E,2018-11-03 13:04:22,3708,3708,165451
E,2018-11-03 13:05:02,3713,5301,165470
E,2018-11-03 13:05:20,3708,3708,165479
E,2018-11-03 13:05:50,3708,3708,165493
E,2018-11-03 13:05:57,3708,3708,165496
I,2018-11-03 13:06:00,3715,3715,165497
I,2018-11-03 13:06:10,3714,5345,165502
E,2018-11-03 13:06:11,3713,5301,165503
E,2018-11-03 13:06:21,3708,3708,165507
E,2018-11-03 13:06:21,3711,3711,165507
E,2018-11-03 13:06:46,3711,3711,165519
E,2018-11-03 13:06:50,3715,3715,165521
I,2018-11-03 13:07:13,3714,5345,165532
E,2018-11-03 13:07:14,3711,3711,165532
E,2018-11-03 13:07:30,3711,3711,165540
E,2018-11-03 13:07:57,3708,3708,165553
E,2018-11-03 13:08:07,3711,3711,165557
E,2018-11-03 13:08:10,3713,5301,165559
E,2018-11-03 13:08:10,3715,3715,165559
E,2018-11-03 13:08:36,3711,3711,165571
I,2018-11-03 13:09:00,3714,5345,165582
E,2018-11-03 13:09:05,3711,3711,165585
E,2018-11-03 13:10:15,3711,3711,165618
E,2018-11-03 13:10:25,3708,3708,165623
E,2018-11-03 13:10:38,3715,3715,165629
E,2018-11-03 13:10:45,3711,3711,165632
E,2018-11-03 13:11:11,3713,5141,165644
E,2018-11-03 13:11:16,3708,3708,165647
E,2018-11-03 13:11:21,3708,3708,165649
E,2018-11-03 13:11:34,3708,3708,165655
E,2018-11-03 13:11:35,3708,3708,165656
E,2018-11-03 13:11:52,3708,3708,165664
E,2018-11-03 13:12:01,3711,3711,165668
E,2018-11-03 13:12:16,3708,3708,165675
E,2018-11-03 13:12:16,3708,3708,165675
I,2018-11-03 13:13:14,3714,5317,165702
E,2018-11-03 13:13:32,3708,3708,165711
I,2018-11-03 13:14:07,3714,5301,165727
E,2018-11-03 13:14:17,3711,3711,165732
E,2018-11-03 13:14:18,3715,3715,165733
E,2018-11-03 13:14:21,3708,3708,165734
E,2018-11-03 13:14:28,3715,3715,165737
E,2018-11-03 13:14:51,3714,3708,165748
E,2018-11-03 13:15:12,3708,3708,165758
E,2018-11-03 13:15:47,3708,3708,165775
E,2018-11-03 13:16:10,3708,3708,165785
E,2018-11-03 13:16:11,3708,3708,165786
E,2018-11-03 13:16:17,3711,3711,165789
E,2018-11-03 13:16:18,3711,3711,165789
E,2018-11-03 13:16:47,3711,3711,165803
E,2018-11-03 13:16:49,3715,101,165804
E,2018-11-03 13:16:50,3708,3708,165804
E,2018-11-03 13:16:53,3711,3711,165806
E,2018-11-03 13:17:01,3708,3708,165809
E,2018-11-03 13:17:13,3708,3708,165815
E,2018-11-03 13:17:16,3713,5301,165817
E,2018-11-03 13:17:20,3711,3711,165818
E,2018-11-03 13:17:21,3708,3708,165819
E,2018-11-03 13:17:27,3715,3715,165822
E,2018-11-03 13:17:31,3708,3708,165824
E,2018-11-03 13:17:47,3711,3711,165831
E,2018-11-03 13:17:50,3715,3715,165833
E,2018-11-03 13:18:21,3711,3711,165847
E,2018-11-03 13:18:30,3708,3708,165851
E,2018-11-03 13:18:37,3708,3708,165855
E,2018-11-03 13:18:37,3708,3708,165855
E,2018-11-03 13:18:38,3715,3715,165855
E,2018-11-03 13:18:38,3711,3711,165855
E,2018-11-03 13:18:38,3711,3711,165855
E,2018-11-03 13:18:44,3715,101,165858
E,2018-11-03 13:19:10,3711,3711,165870
E,2018-11-03 13:19:14,3711,3711,165872
E,2018-11-03 13:19:21,3713,5301,165876
E,2018-11-03 13:19:25,3708,3708,165877
E,2018-11-03 13:19:34,3708,3708,165882
E,2018-11-03 13:19:41,3711,3711,165885
E,2018-11-03 13:19:41,3708,3708,165885
E,2018-11-03 13:19:54,3708,3708,165891
I,2018-11-03 13:20:03,3715,3715,165895
E,2018-11-03 13:20:05,3708,3708,165896
E,2018-11-03 13:20:25,3713,5301,165906
E,2018-11-03 13:20:28,3708,3708,165907
E,2018-11-03 13:20:41,3715,101,165913
E,2018-11-03 13:20:42,3708,3708,165914
E,2018-11-03 13:20:52,3716,5301,165919
E,2018-11-03 13:20:52,3711,3711,165919
E,2018-11-03 13:20:58,3711,3711,165921
E,2018-11-03 13:21:05,3711,3711,165925
E,2018-11-03 13:21:11,3716,5301,165927
E,2018-11-03 13:21:21,3708,3708,165932
E,2018-11-03 13:21:31,3715,3715,165937
E,2018-11-03 13:21:35,3708,3708,165939
E,2018-11-03 13:21:36,3708,3708,165939
E,2018-11-03 13:21:53,3711,3711,165947
E,2018-11-03 13:21:54,3708,3708,165948
E,2018-11-03 13:21:54,3720,3720,165948
E,2018-11-03 13:21:58,3714,3708,165950
E,2018-11-03 13:21:58,3715,3715,165950
E,2018-11-03 13:22:21,3711,3711,165961
E,2018-11-03 13:22:25,3715,3715,165962
E,2018-11-03 13:22:41,3711,3711,165970
E,2018-11-03 13:22:55,3708,3708,165977
E,2018-11-03 13:22:58,3716,5301,165978
E,2018-11-03 13:23:04,3708,3708,165981
E,2018-11-03 13:23:05,3711,3711,165981
E,2018-11-03 13:23:15,3711,3711,165986
E,2018-11-03 13:23:27,3716,5301,165992
E,2018-11-03 13:23:31,3708,3708,165994
E,2018-11-03 13:23:35,3711,3711,165995
I,2018-11-03 13:24:03,3715,3715,166009
I,2018-11-03 13:24:07,3715,3715,166011
I,2018-11-03 13:24:08,3715,3715,166011
E,2018-11-03 13:24:16,3711,3711,166015
E,2018-11-03 13:24:16,3711,3711,166015
E,2018-11-03 13:24:16,3708,3708,166015
E,2018-11-03 13:24:26,3708,3708,166020
E,2018-11-03 13:24:26,3708,3708,166020
E,2018-11-03 13:24:31,3716,5301,166022
E,2018-11-03 13:24:48,3708,3708,166030
E,2018-11-03 13:24:49,3708,3708,166030
E,2018-11-03 13:24:56,3711,3711,166034
I,2018-11-03 13:25:12,3715,3715,166041
E,2018-11-03 13:25:17,3715,3715,166044
E,2018-11-03 13:25:19,3711,3711,166045
E,2018-11-03 13:25:19,3708,3708,166045
E,2018-11-03 13:26:18,3715,3715,166072
E,2018-11-03 13:26:35,3715,3715,166080
E,2018-11-03 13:26:38,3708,3708,166082
E,2018-11-03 13:26:43,3708,3708,166084
I,2018-11-03 13:26:58,3715,3715,166091
E,2018-11-03 13:27:25,3711,3711,166104
E,2018-11-03 13:27:34,3711,3711,166108
E,2018-11-03 13:27:54,3711,3711,166118
E,2018-11-03 13:27:55,3708,3708,166118
I,2018-11-03 13:28:06,3713,5141,166123
E,2018-11-03 13:28:22,3711,3711,166131
E,2018-11-03 13:28:33,3708,3708,166136
E,2018-11-03 13:28:46,3715,3715,166142
E,2018-11-03 13:28:47,3715,3715,166143
E,2018-11-03 13:28:56,3713,5301,166147
I,2018-11-03 13:29:17,3715,3715,166157
I,2018-11-03 13:29:23,3715,3715,166160
E,2018-11-03 13:29:45,3708,3708,166170
E,2018-11-03 13:29:54,3708,3708,166174
E,2018-11-03 13:30:13,3711,3711,166183
E,2018-11-03 13:30:17,3711,3711,166185
E,2018-11-03 13:30:27,3711,3711,166190
E,2018-11-03 13:30:27,3711,3711,166190
E,2018-11-03 13:30:46,3708,3708,166199
E,2018-11-03 13:31:14,3717,3717,166212
E,2018-11-03 13:31:20,3711,3711,166215
E,2018-11-03 13:31:27,3711,3711,166218
E,2018-11-03 13:31:37,3711,3711,166223
I,2018-11-03 13:31:43,3715,3715,166226
I,2018-11-03 13:32:02,3720,3720,166235
E,2018-11-03 13:32:12,3715,3715,166239
E,2018-11-03 13:32:26,3708,3708,166246
E,2018-11-03 13:32:34,3711,3711,166250
I,2018-11-03 13:33:28,3713,5141,166275
E,2018-11-03 13:33:28,3711,3711,166275
I,2018-11-03 13:34:01,3725,5345,166291
E,2018-11-03 13:34:11,3711,3711,166296
E,2018-11-03 13:34:22,3711,3711,166301
E,2018-11-03 13:34:31,3708,3708,166305
E,2018-11-03 13:34:41,3708,3708,166310
E,2018-11-03 13:34:43,3708,3708,166311
I,2018-11-03 13:35:02,3715,3715,166320
E,2018-11-03 13:35:20,3711,3711,166328
E,2018-11-03 13:35:20,3711,3711,166328
I,2018-11-03 13:35:47,3725,5345,166341
I,2018-11-03 13:36:20,3715,3715,166357
E,2018-11-03 13:36:27,3711,3711,166360
E,2018-11-03 13:36:40,3708,3708,166366
E,2018-11-03 13:36:44,3711,3711,166368
E,2018-11-03 13:36:56,3711,3711,166374
E,2018-11-03 13:37:10,3715,8620,166380
E,2018-11-03 13:37:10,3711,3711,166380
E,2018-11-03 13:37:10,3708,3708,166380
E,2018-11-03 13:37:17,3711,3711,166383
E,2018-11-03 13:37:21,3711,3711,166385
E,2018-11-03 13:37:46,3715,3715,166397
E,2018-11-03 13:37:50,3708,3708,166399
E,2018-11-03 13:37:50,3708,3708,166399
E,2018-11-03 13:37:57,3708,3708,166402
E,2018-11-03 13:37:57,3711,3711,166402
E,2018-11-03 13:37:58,3715,3715,166403
E,2018-11-03 13:38:09,3711,3711,166408
E,2018-11-03 13:38:15,3711,3711,166411
E,2018-11-03 13:38:21,3708,3708,166414
E,2018-11-03 13:38:28,3708,3708,166417
E,2018-11-03 13:38:30,3711,3711,166418
E,2018-11-03 13:38:35,3711,3711,166420
E,2018-11-03 13:38:58,3715,3715,166431
E,2018-11-03 13:39:18,3711,3711,166441
E,2018-11-03 13:39:18,3715,3715,166441
E,2018-11-03 13:39:21,3711,3711,166442
E,2018-11-03 13:39:28,3715,3715,166445
E,2018-11-03 13:39:39,3711,3711,166450
E,2018-11-03 13:39:48,3711,3711,166455
E,2018-11-03 13:39:59,3715,3715,166460
E,2018-11-03 13:40:01,3708,3708,166461
E,2018-11-03 13:40:17,3715,3715,166468
E,2018-11-03 13:40:18,3711,3711,166469
E,2018-11-03 13:40:19,3708,3708,166469
E,2018-11-03 13:40:28,3711,3711,166474
E,2018-11-03 13:40:28,3708,3708,166474
E,2018-11-03 13:40:47,3713,5301,166483
E,2018-11-03 13:41:07,3708,3708,166492
E,2018-11-03 13:41:20,3708,3708,166498
E,2018-11-03 13:41:40,3711,3711,166508
E,2018-11-03 13:41:57,3708,3708,166516
E,2018-11-03 13:41:57,3711,3711,166516
E,2018-11-03 13:41:57,3711,3711,166516
E,2018-11-03 13:42:00,3715,3715,166517
E,2018-11-03 13:42:07,3711,3711,166520
E,2018-11-03 13:42:20,3711,3711,166526
E,2018-11-03 13:42:21,3715,3715,166527
E,2018-11-03 13:42:41,3711,3711,166536
E,2018-11-03 13:42:47,3711,3711,166539
E,2018-11-03 13:42:47,3711,3711,166539
E,2018-11-03 13:42:48,3708,3708,166540
E,2018-11-03 13:42:57,3708,3708,166544
E,2018-11-03 13:43:01,3708,3708,166546
E,2018-11-03 13:43:02,3708,3708,166546
E,2018-11-03 13:43:10,3708,3708,166550
E,2018-11-03 13:43:27,3711,3711,166558
E,2018-11-03 13:43:41,3711,3711,166565
E,2018-11-03 13:43:42,3708,3708,166565
E,2018-11-03 13:43:57,3708,3708,166572
E,2018-11-03 13:44:17,3711,3711,166582
E,2018-11-03 13:44:39,3708,3708,166592
E,2018-11-03 13:44:41,3711,3711,166593
E,2018-11-03 13:44:56,3715,101,166600
E,2018-11-03 13:45:00,3711,3711,166602
E,2018-11-03 13:45:07,3708,3708,166605
E,2018-11-03 13:45:17,3708,3708,166610
E,2018-11-03 13:45:49,3715,8003,166625
E,2018-11-03 13:45:59,3711,3711,166630
E,2018-11-03 13:46:00,3711,3711,166630
E,2018-11-03 13:46:16,3715,3715,166638
E,2018-11-03 13:46:17,3711,3711,166638
E,2018-11-03 13:47:04,3708,3708,166660
E,2018-11-03 13:47:04,3711,3711,166660
E,2018-11-03 13:47:06,3708,3708,166661
E,2018-11-03 13:47:23,3708,3708,166669
E,2018-11-03 13:47:33,3711,3711,166674
E,2018-11-03 13:47:34,3716,5301,166675
E,2018-11-03 13:47:39,3711,3711,166677
E,2018-11-03 13:47:39,3711,3711,166677
E,2018-11-03 13:47:55,3711,3711,166685
E,2018-11-03 13:48:16,3708,3708,166694
E,2018-11-03 13:48:16,3708,3708,166694
E,2018-11-03 13:48:56,3711,3711,166713
E,2018-11-03 13:49:22,3711,3711,166726
E,2018-11-03 13:49:25,3711,3711,166727
E,2018-11-03 13:49:26,3708,3708,166728
E,2018-11-03 13:49:33,3716,5301,166731
E,2018-11-03 13:49:43,3715,3715,166736
I,2018-11-03 13:50:05,3715,3715,166746
I,2018-11-03 13:50:06,3715,3715,166746
E,2018-11-03 13:50:12,3715,3715,166749
E,2018-11-03 13:50:13,3711,3711,166750
E,2018-11-03 13:50:22,3708,3708,166754
E,2018-11-03 13:50:23,3711,3711,166754
E,2018-11-03 13:50:26,3716,5301,166756
E,2018-11-03 13:50:36,3711,3711,166761
E,2018-11-03 13:50:42,3708,3708,166763
E,2018-11-03 13:50:46,3711,3711,166765
E,2018-11-03 13:50:54,3711,3711,166769
I,2018-11-03 13:51:03,3715,3715,166773
E,2018-11-03 13:51:03,3708,3708,166773
E,2018-11-03 13:51:25,3708,3708,166784
E,2018-11-03 13:51:27,3711,3711,166785
E,2018-11-03 13:51:33,3708,3708,166787
E,2018-11-03 13:51:36,3711,3711,166789
E,2018-11-03 13:51:46,3708,3708,166794
E,2018-11-03 13:51:47,3708,3708,166794
E,2018-11-03 13:51:56,3708,3708,166798
E,2018-11-03 13:52:21,3708,3708,166810
E,2018-11-03 13:52:41,3715,3715,166820
E,2018-11-03 13:53:01,3708,3708,166829
E,2018-11-03 13:53:05,3711,3711,166831
E,2018-11-03 13:53:12,3708,3708,166834
E,2018-11-03 13:53:15,3715,3715,166836
E,2018-11-03 13:54:07,3711,3711,166860
E,2018-11-03 13:54:17,3708,3708,166865
E,2018-11-03 13:54:18,3708,3708,166865
E,2018-11-03 13:54:31,3715,3715,166871
E,2018-11-03 13:54:38,3711,3711,166875
E,2018-11-03 13:54:49,3715,3715,166880
E,2018-11-03 13:54:58,3711,3711,166884
E,2018-11-03 13:55:01,3715,3715,166886
E,2018-11-03 13:55:08,3715,3715,166889
E,2018-11-03 13:55:20,3715,3715,166895
E,2018-11-03 13:55:21,3708,3708,166895
E,2018-11-03 13:55:56,3708,3708,166912
E,2018-11-03 13:55:57,3708,3708,166912
E,2018-11-03 13:56:08,3715,101,166917
E,2018-11-03 13:56:29,3711,3711,166927
E,2018-11-03 13:56:36,3711,3711,166930
E,2018-11-03 13:56:48,3708,3708,166936
E,2018-11-03 13:56:50,3711,3711,166937
E,2018-11-03 13:56:56,3708,3708,166940
E,2018-11-03 13:57:01,3716,5301,166942
E,2018-11-03 13:57:07,3711,3711,166945
E,2018-11-03 13:57:20,3711,3711,166951
E,2018-11-03 13:57:20,3720,3720,166951
E,2018-11-03 13:57:24,3708,3708,166953
E,2018-11-03 13:57:32,3711,3711,166957
E,2018-11-03 13:57:35,3720,3720,166958
E,2018-11-03 13:57:41,3708,3708,166961
E,2018-11-03 13:58:03,3708,3708,166972
E,2018-11-03 13:58:18,3715,3715,166979
E,2018-11-03 13:58:29,3711,3711,166984
E,2018-11-03 13:58:57,3711,3711,166997
I,2018-11-03 13:59:01,3725,5345,166999
E,2018-11-03 13:59:08,3715,3715,167002
E,2018-11-03 13:59:17,3711,3711,167006
E,2018-11-03 13:59:18,3711,3711,167007
E,2018-11-03 13:59:21,3711,3711,167008
E,2018-11-03 13:59:38,3708,3708,167016
E,2018-11-03 13:59:39,3711,3711,167017
E,2018-11-03 13:59:48,3715,3715,167021
E,2018-11-03 14:00:01,3708,3708,167027
E,2018-11-03 14:00:28,3708,3708,167040
E,2018-11-03 14:00:28,3711,3711,167040
E,2018-11-03 14:00:33,3708,3708,167042
E,2018-11-03 14:01:01,3708,3708,167056
E,2018-11-03 14:01:04,3708,3708,167057
E,2018-11-03 14:01:17,3711,3711,167063
E,2018-11-03 14:01:31,3715,3715,167070
E,2018-11-03 14:01:38,3711,3711,167073
E,2018-11-03 14:01:39,3711,3711,167073
E,2018-11-03 14:01:51,3708,3708,167079
E,2018-11-03 14:01:55,3711,3711,167081
E,2018-11-03 14:01:56,3711,3711,167081
E,2018-11-03 14:02:05,3711,3711,167086
E,2018-11-03 14:02:06,3711,3711,167086
E,2018-11-03 14:02:06,3720,3720,167086
E,2018-11-03 14:02:25,3711,3711,167095
E,2018-11-03 14:02:31,3708,3708,167098
E,2018-11-03 14:02:31,3711,3711,167098
E,2018-11-03 14:02:47,3708,3708,167106
E,2018-11-03 14:02:47,3717,3708,167106
I,2018-11-03 14:02:55,3720,3720,167109
E,2018-11-03 14:03:02,3711,3711,167113
E,2018-11-03 14:03:02,3711,3711,167113
E,2018-11-03 14:03:12,3711,3711,167117
E,2018-11-03 14:03:25,3711,3711,167124
E,2018-11-03 14:03:32,3708,3708,167127
E,2018-11-03 14:03:32,3708,3708,167127
E,2018-11-03 14:03:42,3715,3715,167132
I,2018-11-03 14:04:03,3715,3715,167141
E,2018-11-03 14:04:04,3716,3716,167142
E,2018-11-03 14:04:06,3711,3711,167143
E,2018-11-03 14:04:09,3715,3715,167144
E,2018-11-03 14:04:13,3711,3711,167146
E,2018-11-03 14:04:20,3715,3715,167149
E,2018-11-03 14:04:30,3711,3711,167154
E,2018-11-03 14:04:30,3711,3711,167154
E,2018-11-03 14:04:30,3711,3711,167154
E,2018-11-03 14:04:36,3714,3711,167157
E,2018-11-03 14:04:39,3716,3716,167158
E,2018-11-03 14:04:46,3708,3708,167162
E,2018-11-03 14:04:50,3714,3711,167164
I,2018-11-03 14:05:00,3720,3720,167168
E,2018-11-03 14:05:00,3711,3711,167168
E,2018-11-03 14:05:17,3711,3711,167176
E,2018-11-03 14:05:20,3708,3708,167178
E,2018-11-03 14:05:20,3711,3711,167178
E,2018-11-03 14:05:20,3711,3711,167178
E,2018-11-03 14:05:30,3714,3708,167183
E,2018-11-03 14:05:36,3714,3711,167185
E,2018-11-03 14:05:47,3711,3711,167191
E,2018-11-03 14:05:56,3711,3711,167195
I,2018-11-03 14:06:00,3715,3715,167197
E,2018-11-03 14:06:10,3715,3715,167201
E,2018-11-03 14:06:17,3711,3711,167205
E,2018-11-03 14:06:20,3711,3711,167206
E,2018-11-03 14:06:30,3711,3711,167211
E,2018-11-03 14:06:47,3715,3715,167219
I,2018-11-03 14:07:01,3715,3715,167225
I,2018-11-03 14:07:01,3715,3715,167225
I,2018-11-03 14:07:02,3708,3708,167226
E,2018-11-03 14:07:11,3711,3711,167230
E,2018-11-03 14:07:16,3711,3711,167233
E,2018-11-03 14:07:16,3708,3708,167233
E,2018-11-03 14:07:21,3711,3711,167235
E,2018-11-03 14:07:21,3708,3708,167235
E,2018-11-03 14:07:21,3711,3711,167235
E,2018-11-03 14:07:25,3711,3711,167237
E,2018-11-03 14:07:25,3715,3715,167237
E,2018-11-03 14:07:25,3711,3711,167237
E,2018-11-03 14:07:26,3711,3711,167237
E,2018-11-03 14:07:31,3708,3708,167240
E,2018-11-03 14:07:32,3711,3711,167240
E,2018-11-03 14:07:38,3708,3708,167243
E,2018-11-03 14:07:46,3711,3711,167247
E,2018-11-03 14:07:47,3711,3711,167247
E,2018-11-03 14:07:52,3711,3711,167250
E,2018-11-03 14:07:55,3715,3715,167251
I,2018-11-03 14:08:05,3715,3715,167256
E,2018-11-03 14:08:09,3711,3711,167258
E,2018-11-03 14:08:09,3711,3711,167258
E,2018-11-03 14:08:09,3711,3711,167258
E,2018-11-03 14:08:16,3711,3711,167261
E,2018-11-03 14:08:19,3711,3711,167262
E,2018-11-03 14:08:46,3708,3708,167275
I,2018-11-03 14:08:46,3715,3715,167275
I,2018-11-03 14:08:46,3715,3715,167275
I,2018-11-03 14:08:56,3715,3715,167280
I,2018-11-03 14:09:06,3715,3715,167284
E,2018-11-03 14:09:28,3708,3708,167295
E,2018-11-03 14:09:51,3711,3711,167306
E,2018-11-03 14:10:02,3715,3715,167311
E,2018-11-03 14:10:15,3715,3715,167317
E,2018-11-03 14:10:16,3716,5301,167317
E,2018-11-03 14:10:16,3711,3711,167317
E,2018-11-03 14:10:16,3711,3711,167317
E,2018-11-03 14:10:17,3711,3711,167318
E,2018-11-03 14:10:26,3711,3711,167322
E,2018-11-03 14:10:36,3708,3708,167327
E,2018-11-03 14:10:39,3711,3711,167328
E,2018-11-03 14:10:43,3711,3711,167330
E,2018-11-03 14:10:46,3708,3708,167332
E,2018-11-03 14:11:07,3715,3715,167342
E,2018-11-03 14:11:07,3708,3708,167342
E,2018-11-03 14:11:07,3711,3711,167342
E,2018-11-03 14:11:08,3720,3720,167342
E,2018-11-03 14:11:09,3711,3711,167343
E,2018-11-03 14:11:17,3708,3708,167346
E,2018-11-03 14:11:28,3708,3708,167351
E,2018-11-03 14:11:34,3711,3711,167354
E,2018-11-03 14:11:42,3715,5301,167358
E,2018-11-03 14:11:51,3715,3715,167362
E,2018-11-03 14:11:52,3708,3708,167363
E,2018-11-03 14:11:56,3711,3711,167365
I,2018-11-03 14:12:02,3715,3715,167368
E,2018-11-03 14:12:03,3711,3711,167368
E,2018-11-03 14:12:06,3715,3715,167369
E,2018-11-03 14:12:06,3708,3708,167369
E,2018-11-03 14:12:15,3720,3720,167374
E,2018-11-03 14:12:17,3708,3708,167375
E,2018-11-03 14:12:26,3711,3711,167379
E,2018-11-03 14:12:26,3711,3711,167379
E,2018-11-03 14:12:36,3711,3711,167384
E,2018-11-03 14:12:36,3708,3708,167384
E,2018-11-03 14:12:38,3708,3708,167385
E,2018-11-03 14:12:43,3711,3711,167387
E,2018-11-03 14:12:44,3711,3711,167387
E,2018-11-03 14:12:46,3711,3711,167388
E,2018-11-03 14:12:47,3711,3711,167389
E,2018-11-03 14:12:47,3716,5301,167389
E,2018-11-03 14:12:57,3711,3711,167393
I,2018-11-03 14:13:04,3715,3715,167397
I,2018-11-03 14:13:07,3715,3715,167398
E,2018-11-03 14:13:10,3715,3715,167400
E,2018-11-03 14:13:17,3711,3711,167403
E,2018-11-03 14:13:18,3711,3711,167403
E,2018-11-03 14:13:27,3711,3711,167408
E,2018-11-03 14:13:30,3711,3711,167409
E,2018-11-03 14:13:31,3711,3711,167410
E,2018-11-03 14:13:31,3711,3711,167410
E,2018-11-03 14:13:37,3708,3708,167412
E,2018-11-03 14:13:51,3711,3711,167419
