I_E_FLAG,END_DATE,DECL_PORT,I_E_PORT,COUNTRY,DELAY,,,
E,2018-11-03 09:54:42,3711,3711,305,213439.8993,0.025000001,1.887979907,
E,2018-11-03 09:54:53,3711,3711,408,213446.8219,0.091666662,6.922592466,
E,2018-11-03 09:54:55,3711,3711,427,213448.0806,0.016666671,1.258653535,
E,2018-11-03 09:54:55,3711,3711,327,213448.0806,0,0,
E,2018-11-03 09:54:56,3712,3712,143,213448.7099,0.00833333,0.629326372,
E,2018-11-03 09:55:03,3711,3711,502,213453.1152,0.058333336,4.405286582,
E,2018-11-03 09:55:06,3708,3708,143,213455.0031,0.025000001,1.887979907,
E,2018-11-03 09:55:09,3708,3708,142,213456.8911,0.025000001,1.887979907,
E,2018-11-03 09:55:16,3709,3709,502,213461.2964,0.058333331,4.405286187,
E,2018-11-03 09:55:16,3715,3715,142,213461.2964,0,0,
E,2018-11-03 09:55:23,3713,5301,142,213465.7017,0.058333331,4.405286187,
E,2018-11-03 09:55:23,3711,3711,142,213465.7017,0,0,
E,2018-11-03 09:55:23,3712,3712,601,213465.7017,0,0,
E,2018-11-03 09:55:23,3708,3708,304,213465.7017,0,0,
E,2018-11-03 09:55:23,3711,3711,309,213465.7017,0,0,
E,2018-11-03 09:55:34,3708,3708,110,213472.6243,0.091666667,6.922592861,
E,2018-11-03 09:55:53,3711,3711,110,213484.5815,0.158333334,11.95720582,
E,2018-11-03 09:55:56,3708,3708,502,213486.4695,0.025000001,1.887979907,
E,2018-11-03 09:55:58,3708,3708,304,213487.7281,0.016666665,1.25865314,
I,2018-11-03 09:56:00,3714,3714,502,213488.9868,0.016666671,1.258653535,
I,2018-11-03 09:56:07,3709,3715,303,213493.3921,0.058333331,4.405286187,
E,2018-11-03 09:56:08,3712,3712,611,213494.0214,0.008333335,0.629326768,
E,2018-11-03 09:56:10,3708,3708,502,213495.2801,0.016666665,1.25865314,
E,2018-11-03 09:56:16,3714,3708,304,213499.056,0.050000001,3.775959815,
E,2018-11-03 09:56:17,3708,3708,502,213499.6853,0.00833333,0.629326372,
E,2018-11-03 09:56:20,3708,3708,327,213501.5733,0.025000001,1.887979907,
E,2018-11-03 09:56:21,3711,3711,502,213502.2026,0.008333335,0.629326768,
E,2018-11-03 09:56:22,3711,3711,116,213502.832,0.00833333,0.629326372,
E,2018-11-03 09:56:27,3708,3708,309,213505.9786,0.041666671,3.146633443,
E,2018-11-03 09:56:31,3711,3711,309,213508.4959,0.033333331,2.517306279,
E,2018-11-03 09:56:31,3708,3708,304,213508.4959,0,0,
E,2018-11-03 09:56:31,3713,5301,127,213508.4959,0,0,
E,2018-11-03 09:56:39,3708,3708,502,213513.5305,0.066666667,5.034612954,
E,2018-11-03 09:56:41,3708,3708,309,213514.7892,0.016666665,1.25865314,
E,2018-11-03 09:56:43,3708,3708,609,213516.0478,0.016666671,1.258653535,
E,2018-11-03 09:56:45,3711,3711,304,213517.3065,0.016666665,1.25865314,
E,2018-11-03 09:56:45,3713,5301,116,213517.3065,0,0,
E,2018-11-03 09:56:48,3711,3711,142,213519.1945,0.025000001,1.887979907,
E,2018-11-03 09:56:55,3708,3708,142,213523.5997,0.058333331,4.405286187,
E,2018-11-03 09:56:55,3708,3708,502,213523.5997,0,0,
I,2018-11-03 09:57:02,3720,3720,502,213528.005,0.058333336,4.405286582,
I,2018-11-03 09:57:05,3714,3717,429,213529.893,0.024999995,1.887979512,
I,2018-11-03 09:57:11,3714,3717,116,213533.669,0.050000001,3.775959815,
I,2018-11-03 09:57:22,3714,3717,116,213540.5916,0.091666667,6.922592861,
E,2018-11-03 09:57:22,3713,5301,127,213540.5916,0,0,
E,2018-11-03 09:57:24,3715,3715,303,213541.8502,0.016666665,1.25865314,
E,2018-11-03 09:57:25,3708,3708,502,213542.4795,0.008333335,0.629326768,
E,2018-11-03 09:57:25,3708,3708,601,213542.4795,0,0,
E,2018-11-03 09:57:32,3714,3714,502,213546.8848,0.058333331,4.405286187,
E,2018-11-03 09:57:36,3708,3708,136,213549.4021,0.033333336,2.517306675,
E,2018-11-03 09:57:37,3708,3708,142,213550.0315,0.008333335,0.629326768,
E,2018-11-03 09:57:38,3715,3715,601,213550.6608,0.00833333,0.629326372,
E,2018-11-03 09:57:38,3711,3711,309,213550.6608,0,0,
E,2018-11-03 09:57:44,3714,3708,308,213554.4368,0.050000001,3.775959815,
E,2018-11-03 09:57:51,3711,3711,502,213558.842,0.058333331,4.405286187,
E,2018-11-03 09:57:54,3711,3711,344,213560.73,0.025000001,1.887979907,
I,2018-11-03 09:58:00,3715,3715,309,213564.506,0.050000001,3.775959815,
E,2018-11-03 09:58:00,3708,3708,501,213564.506,0,0,
E,2018-11-03 09:58:00,3708,3708,131,213564.506,0,0,
E,2018-11-03 09:58:00,3711,3711,609,213564.506,0,0,
E,2018-11-03 09:58:03,3713,5301,143,213566.394,0.025000001,1.887979907,
E,2018-11-03 09:58:06,3717,3717,142,213568.2819,0.025000001,1.887979907,
E,2018-11-03 09:58:06,3709,3708,502,213568.2819,0,0,
E,2018-11-03 09:58:10,3708,3708,142,213570.7992,0.033333331,2.517306279,
E,2018-11-03 09:58:13,3711,3711,309,213572.6872,0.025000001,1.887979907,
E,2018-11-03 09:58:14,3714,3711,429,213573.3166,0.008333335,0.629326768,
E,2018-11-03 09:58:17,3708,3708,131,213575.2045,0.025000001,1.887979907,
E,2018-11-03 09:58:17,3711,3711,112,213575.2045,0,0,
E,2018-11-03 09:58:30,3708,3708,307,213583.3858,0.108333332,8.181246001,
E,2018-11-03 09:58:31,3713,5141,502,213584.0151,0.00833333,0.629326372,
E,2018-11-03 09:58:31,3714,3708,315,213584.0151,0,0,
E,2018-11-03 09:58:37,3708,3708,103,213587.7911,0.050000001,3.775959815,
E,2018-11-03 09:58:40,3708,3708,116,213589.679,0.025000001,1.887979907,
E,2018-11-03 09:58:45,3711,3711,111,213592.8257,0.041666666,3.146633047,
E,2018-11-03 09:58:47,3708,3708,142,213594.0843,0.016666665,1.25865314,
E,2018-11-03 09:58:51,3711,3711,305,213596.6016,0.033333336,2.517306675,
E,2018-11-03 09:58:51,3713,5301,304,213596.6016,0,0,
E,2018-11-03 09:58:54,3708,3708,133,213598.4896,0.025000001,1.887979907,
E,2018-11-03 09:58:56,3711,3711,143,213599.7483,0.016666665,1.25865314,
E,2018-11-03 09:58:57,3708,3708,502,213600.3776,0.008333335,0.629326768,
E,2018-11-03 09:58:58,3715,3715,502,213601.0069,0.00833333,0.629326372,
E,2018-11-03 09:59:01,3708,3708,301,213602.8949,0.025000001,1.887979907,
E,2018-11-03 09:59:01,3711,3711,133,213602.8949,0,0,
E,2018-11-03 09:59:02,3711,3711,330,213603.5242,0.008333335,0.629326768,
E,2018-11-03 09:59:02,3714,3708,302,213603.5242,0,0,
E,2018-11-03 09:59:08,3708,3708,309,213607.3002,0.050000001,3.775959815,
E,2018-11-03 09:59:15,3708,3708,502,213611.7055,0.058333331,4.405286187,
E,2018-11-03 09:59:15,3708,3708,142,213611.7055,0,0,
E,2018-11-03 09:59:16,3708,3708,502,213612.3348,0.008333335,0.629326768,
E,2018-11-03 09:59:19,3711,3711,142,213614.2228,0.025000001,1.887979907,
E,2018-11-03 09:59:23,3708,3708,142,213616.7401,0.033333331,2.517306279,
E,2018-11-03 09:59:26,3708,3708,142,213618.6281,0.025000001,1.887979907,
E,2018-11-03 09:59:26,3712,3711,501,213618.6281,0,0,
E,2018-11-03 09:59:29,3711,3711,143,213620.516,0.025000001,1.887979907,
E,2018-11-03 09:59:31,3713,5301,129,213621.7747,0.016666665,1.25865314,
E,2018-11-03 09:59:33,3708,3708,110,213623.0334,0.016666665,1.25865314,
E,2018-11-03 09:59:36,3711,3711,129,213624.9213,0.025000001,1.887979907,
E,2018-11-03 09:59:37,3711,3711,133,213625.5507,0.008333335,0.629326768,
E,2018-11-03 09:59:43,3708,3708,601,213629.3266,0.050000001,3.775959815,
E,2018-11-03 09:59:43,3708,3708,129,213629.3266,0,0,
E,2018-11-03 09:59:43,3708,3708,309,213629.3266,0,0,
E,2018-11-03 09:59:45,3713,5301,502,213630.5853,0.016666665,1.25865314,
E,2018-11-03 09:59:47,3708,3708,116,213631.8439,0.016666665,1.25865314,
E,2018-11-03 09:59:48,3711,3711,112,213632.4733,0.008333335,0.629326768,
E,2018-11-03 09:59:50,3711,3711,410,213633.7319,0.016666665,1.25865314,
E,2018-11-03 09:59:50,3708,3708,502,213633.7319,0,0,
E,2018-11-03 09:59:50,3708,3708,142,213633.7319,0,0,
E,2018-11-03 09:59:51,3711,3711,112,213634.3612,0.008333335,0.629326768,
E,2018-11-03 09:59:54,3713,5301,110,213636.2492,0.025000001,1.887979907,
E,2018-11-03 09:59:55,3712,3712,133,213636.8785,0.00833333,0.629326372,
E,2018-11-03 09:59:56,3714,3711,116,213637.5079,0.008333335,0.629326768,
I,2018-11-03 09:59:58,3715,3715,115,213638.7665,0.016666665,1.25865314,
E,2018-11-03 10:00:05,3708,3708,502,213643.1718,0.058333331,4.405286187,
E,2018-11-03 10:00:18,3711,3711,116,213651.3531,0.108333338,8.181246397,
E,2018-11-03 10:00:18,3711,3711,203,213651.3531,0,0,
E,2018-11-03 10:00:18,3713,5301,502,213651.3531,0,0,
E,2018-11-03 10:00:18,3708,3708,142,213651.3531,0,0,
E,2018-11-03 10:00:18,3714,3711,116,213651.3531,0,0,
E,2018-11-03 10:00:19,3717,3717,115,213651.9824,0.00833333,0.629326372,
E,2018-11-03 10:00:20,3715,3715,502,213652.6117,0.008333335,0.629326768,
E,2018-11-03 10:00:20,3708,3708,502,213652.6117,0,0,
E,2018-11-03 10:00:20,3708,3708,142,213652.6117,0,0,
E,2018-11-03 10:00:25,3708,3708,601,213655.7583,0.041666666,3.146633047,
E,2018-11-03 10:00:26,3708,3708,112,213656.3877,0.008333335,0.629326768,
E,2018-11-03 10:00:28,3708,3708,304,213657.6463,0.016666665,1.25865314,
E,2018-11-03 10:00:28,3708,3708,142,213657.6463,0,0,
E,2018-11-03 10:00:28,3708,3708,116,213657.6463,0,0,
E,2018-11-03 10:00:29,3708,3708,344,213658.2756,0.008333335,0.629326768,
E,2018-11-03 10:00:31,3711,3711,502,213659.5343,0.016666665,1.25865314,
E,2018-11-03 10:00:32,3725,5301,351,213660.1636,0.00833333,0.629326372,
E,2018-11-03 10:00:35,3708,3708,502,213662.0516,0.025000001,1.887979907,
E,2018-11-03 10:00:36,3714,3708,143,213662.6809,0.008333335,0.629326768,
E,2018-11-03 10:00:37,3708,3708,142,213663.3103,0.008333335,0.629326768,
E,2018-11-03 10:00:43,3708,3708,142,213667.0862,0.049999996,3.775959419,
E,2018-11-03 10:00:43,3712,3712,304,213667.0862,0,0,
E,2018-11-03 10:00:44,3708,3708,133,213667.7155,0.008333335,0.629326768,
E,2018-11-03 10:00:50,3708,3708,143,213671.4915,0.050000001,3.775959815,
E,2018-11-03 10:00:50,3708,3708,112,213671.4915,0,0,
E,2018-11-03 10:00:51,3708,3708,143,213672.1208,0.00833333,0.629326372,
E,2018-11-03 10:00:57,3711,3711,132,213675.8968,0.050000001,3.775959815,
I,2018-11-03 10:01:01,3708,3708,142,213678.4141,0.033333336,2.517306675,
I,2018-11-03 10:01:01,3709,3709,601,213678.4141,0,0,
E,2018-11-03 10:01:01,3711,3711,347,213678.4141,0,0,
E,2018-11-03 10:01:03,3709,3708,143,213679.6728,0.016666665,1.25865314,
E,2018-11-03 10:01:11,3712,3712,136,213684.7074,0.066666667,5.034612954,
E,2018-11-03 10:01:11,3711,3711,142,213684.7074,0,0,
E,2018-11-03 10:01:12,3711,3711,142,213685.3367,0.008333335,0.629326768,
E,2018-11-03 10:01:12,3713,5301,142,213685.3367,0,0,
E,2018-11-03 10:01:18,3711,3711,502,213689.1126,0.049999996,3.775959419,
E,2018-11-03 10:01:18,3708,3708,132,213689.1126,0,0,
E,2018-11-03 10:01:22,3711,3711,142,213691.63,0.033333336,2.517306675,
E,2018-11-03 10:01:32,3711,3711,305,213697.9232,0.083333332,6.293266094,
E,2018-11-03 10:01:38,3708,3708,502,213701.6992,0.050000001,3.775959815,
E,2018-11-03 10:01:42,3711,3711,609,213704.2165,0.033333331,2.517306279,
E,2018-11-03 10:01:42,3713,5301,132,213704.2165,0,0,
E,2018-11-03 10:01:46,3711,3711,429,213706.7338,0.033333336,2.517306675,
E,2018-11-03 10:01:48,3708,3708,116,213707.9924,0.016666665,1.25865314,
E,2018-11-03 10:01:53,3713,5301,309,213711.1391,0.041666666,3.146633047,
E,2018-11-03 10:01:55,3711,3711,502,213712.3977,0.016666671,1.258653535,
E,2018-11-03 10:01:56,3714,3708,111,213713.0271,0.00833333,0.629326372,
E,2018-11-03 10:01:56,3711,3711,309,213713.0271,0,0,
E,2018-11-03 10:01:56,3717,3709,327,213713.0271,0,0,
E,2018-11-03 10:01:57,3711,3711,434,213713.6564,0.008333335,0.629326768,
E,2018-11-03 10:02:06,3713,5141,133,213719.3203,0.074999997,5.663939326,
E,2018-11-03 10:02:06,3711,3711,110,213719.3203,0,0,
E,2018-11-03 10:02:07,3708,3708,110,213719.9497,0.008333335,0.629326768,
E,2018-11-03 10:02:07,3713,3713,133,213719.9497,0,0,
E,2018-11-03 10:02:07,3715,101,116,213719.9497,0,0,
E,2018-11-03 10:02:17,3713,5301,601,213726.2429,0.083333332,6.293266094,
E,2018-11-03 10:02:23,3711,3711,305,213730.0189,0.050000001,3.775959815,
E,2018-11-03 10:02:23,3708,3708,307,213730.0189,0,0,
E,2018-11-03 10:02:24,3708,3708,143,213730.6482,0.008333335,0.629326768,
E,2018-11-03 10:02:27,3708,3708,502,213732.5362,0.025000001,1.887979907,
E,2018-11-03 10:02:30,3711,3711,142,213734.4242,0.025000001,1.887979907,
E,2018-11-03 10:02:31,3708,3708,309,213735.0535,0.00833333,0.629326372,
E,2018-11-03 10:02:31,3708,3708,112,213735.0535,0,0,
E,2018-11-03 10:02:37,3711,3711,143,213738.8295,0.050000001,3.775959815,
E,2018-11-03 10:02:37,3708,3708,305,213738.8295,0,0,
E,2018-11-03 10:02:41,3714,3708,303,213741.3468,0.033333331,2.517306279,
E,2018-11-03 10:02:47,3708,3708,116,213745.1227,0.050000001,3.775959815,
E,2018-11-03 10:02:48,3711,3711,502,213745.752,0.008333335,0.629326768,
E,2018-11-03 10:02:52,3708,3708,502,213748.2694,0.033333331,2.517306279,
E,2018-11-03 10:02:54,3711,3711,141,213749.528,0.016666671,1.258653535,
E,2018-11-03 10:03:01,3711,3711,310,213753.9333,0.058333331,4.405286187,
E,2018-11-03 10:03:01,3708,3708,122,213753.9333,0,0,
E,2018-11-03 10:03:05,3711,3711,110,213756.4506,0.033333336,2.517306675,
E,2018-11-03 10:03:05,3708,3708,103,213756.4506,0,0,
E,2018-11-03 10:03:05,3708,3708,502,213756.4506,0,0,
E,2018-11-03 10:03:06,3708,3708,129,213757.0799,0.00833333,0.629326372,
E,2018-11-03 10:03:06,3708,3708,502,213757.0799,0,0,
E,2018-11-03 10:03:07,3708,3708,303,213757.7093,0.008333335,0.629326768,
E,2018-11-03 10:03:08,3713,5301,116,213758.3386,0.00833333,0.629326372,
E,2018-11-03 10:03:13,3708,3708,601,213761.4852,0.041666671,3.146633443,
E,2018-11-03 10:03:14,3708,3708,309,213762.1145,0.00833333,0.629326372,
E,2018-11-03 10:03:19,3711,3711,502,213765.2612,0.041666666,3.146633047,
E,2018-11-03 10:03:22,3708,3708,347,213767.1492,0.025000001,1.887979907,
E,2018-11-03 10:03:26,3708,3708,249,213769.6665,0.033333336,2.517306675,
E,2018-11-03 10:03:26,3708,3708,309,213769.6665,0,0,
E,2018-11-03 10:03:36,3714,3708,111,213775.9597,0.083333332,6.293266094,
E,2018-11-03 10:03:36,3708,3708,502,213775.9597,0,0,
E,2018-11-03 10:03:37,3708,3708,143,213776.5891,0.008333335,0.629326768,
E,2018-11-03 10:03:37,3708,3708,502,213776.5891,0,0,
E,2018-11-03 10:03:42,3708,3708,132,213779.7357,0.041666666,3.146633047,
E,2018-11-03 10:03:46,3708,3708,502,213782.253,0.033333331,2.517306279,
E,2018-11-03 10:03:46,3708,3708,502,213782.253,0,0,
E,2018-11-03 10:03:50,3713,5301,502,213784.7703,0.033333336,2.517306675,
E,2018-11-03 10:03:50,3712,3712,138,213784.7703,0,0,
E,2018-11-03 10:03:51,3711,3711,142,213785.3996,0.00833333,0.629326372,
E,2018-11-03 10:03:57,3708,3708,301,213789.1756,0.050000001,3.775959815,
I,2018-11-03 10:04:00,3702,3702,318,213791.0636,0.025000001,1.887979907,
E,2018-11-03 10:04:01,3708,3708,309,213791.6929,0.008333335,0.629326768,
E,2018-11-03 10:04:07,3708,3708,502,213795.4688,0.049999996,3.775959419,
E,2018-11-03 10:04:07,3708,3708,429,213795.4688,0,0,
E,2018-11-03 10:04:16,3711,3711,502,213801.1328,0.075000002,5.663939722,
E,2018-11-03 10:04:17,3708,3708,601,213801.7621,0.008333335,0.629326768,
E,2018-11-03 10:04:20,3708,3708,303,213803.6501,0.025000001,1.887979907,
E,2018-11-03 10:04:28,3713,5301,142,213808.6847,0.066666667,5.034612954,
E,2018-11-03 10:04:28,3713,5301,142,213808.6847,0,0,
E,2018-11-03 10:04:29,3708,3708,142,213809.314,0.00833333,0.629326372,
E,2018-11-03 10:04:29,3711,3711,115,213809.314,0,0,
E,2018-11-03 10:04:29,3708,3708,310,213809.314,0,0,
E,2018-11-03 10:04:29,3711,3711,318,213809.314,0,0,
E,2018-11-03 10:04:32,3711,3711,502,213811.202,0.025000001,1.887979907,
E,2018-11-03 10:04:32,3711,3711,502,213811.202,0,0,
E,2018-11-03 10:04:32,3711,3711,116,213811.202,0,0,
E,2018-11-03 10:04:33,3711,3711,309,213811.8313,0.008333335,0.629326768,
E,2018-11-03 10:04:35,3711,3711,502,213813.09,0.016666665,1.25865314,
E,2018-11-03 10:04:38,3708,3708,309,213814.978,0.025000001,1.887979907,
E,2018-11-03 10:04:40,3708,3708,434,213816.2366,0.016666665,1.25865314,
E,2018-11-03 10:04:42,3714,3708,115,213817.4953,0.016666665,1.25865314,
E,2018-11-03 10:04:42,3715,3715,136,213817.4953,0,0,
E,2018-11-03 10:04:42,3708,3708,318,213817.4953,0,0,
E,2018-11-03 10:04:47,3711,3711,601,213820.6419,0.041666671,3.146633443,
E,2018-11-03 10:04:57,3708,3708,502,213826.9352,0.083333332,6.293266094,
E,2018-11-03 10:04:58,3711,3711,432,213827.5645,0.008333335,0.629326768,
E,2018-11-03 10:04:58,3711,3711,307,213827.5645,0,0,
E,2018-11-03 10:05:01,3711,3711,129,213829.4525,0.024999995,1.887979512,
E,2018-11-03 10:05:04,3711,3711,116,213831.3405,0.025000001,1.887979907,
E,2018-11-03 10:05:04,3711,3711,141,213831.3405,0,0,
E,2018-11-03 10:05:05,3708,3708,502,213831.9698,0.008333335,0.629326768,
E,2018-11-03 10:05:09,3711,3711,502,213834.4871,0.033333331,2.517306279,
E,2018-11-03 10:05:10,3714,3714,110,213835.1164,0.008333335,0.629326768,
E,2018-11-03 10:05:10,3714,3708,502,213835.1164,0,0,
E,2018-11-03 10:05:10,3711,3711,304,213835.1164,0,0,
E,2018-11-03 10:05:12,3708,3708,133,213836.3751,0.016666665,1.25865314,
E,2018-11-03 10:05:15,3708,3708,129,213838.2631,0.025000001,1.887979907,
E,2018-11-03 10:05:22,3708,3708,132,213842.6683,0.058333336,4.405286582,
E,2018-11-03 10:05:22,3708,3708,502,213842.6683,0,0,
E,2018-11-03 10:05:22,3711,3711,502,213842.6683,0,0,
E,2018-11-03 10:05:22,3708,3708,137,213842.6683,0,0,
E,2018-11-03 10:05:22,3713,5301,601,213842.6683,0,0,
E,2018-11-03 10:05:23,3711,3711,142,213843.2977,0.00833333,0.629326372,
E,2018-11-03 10:05:26,3715,101,142,213845.1857,0.025000001,1.887979907,
E,2018-11-03 10:05:29,3708,3708,328,213847.0736,0.025000001,1.887979907,
E,2018-11-03 10:05:30,3708,3708,307,213847.703,0.008333335,0.629326768,
E,2018-11-03 10:05:30,3711,3711,312,213847.703,0,0,
E,2018-11-03 10:05:30,3711,3711,142,213847.703,0,0,
E,2018-11-03 10:05:30,3708,3708,142,213847.703,0,0,
E,2018-11-03 10:05:31,3715,3715,305,213848.3323,0.00833333,0.629326372,
E,2018-11-03 10:05:31,3711,3711,305,213848.3323,0,0,
E,2018-11-03 10:05:37,3708,3708,309,213852.1082,0.050000001,3.775959815,
E,2018-11-03 10:05:38,3713,5301,502,213852.7376,0.008333335,0.629326768,
E,2018-11-03 10:05:39,3708,3708,502,213853.3669,0.00833333,0.629326372,
E,2018-11-03 10:05:44,3711,3711,310,213856.5135,0.041666666,3.146633047,
E,2018-11-03 10:05:45,3708,3708,301,213857.1429,0.008333335,0.629326768,
E,2018-11-03 10:05:47,3711,3711,335,213858.4015,0.016666665,1.25865314,
E,2018-11-03 10:05:48,3708,3708,142,213859.0308,0.008333335,0.629326768,
E,2018-11-03 10:05:48,3715,3715,502,213859.0308,0,0,
E,2018-11-03 10:05:50,3711,3711,601,213860.2895,0.016666665,1.25865314,
E,2018-11-03 10:05:51,3711,3711,601,213860.9188,0.008333335,0.629326768,
E,2018-11-03 10:05:55,3711,3711,502,213863.4361,0.033333331,2.517306279,
E,2018-11-03 10:05:58,3708,3708,143,213865.3241,0.025000001,1.887979907,
E,2018-11-03 10:05:58,3711,3711,502,213865.3241,0,0,
E,2018-11-03 10:05:59,3708,3708,142,213865.9534,0.008333335,0.629326768,
E,2018-11-03 10:06:02,3711,3711,304,213867.8414,0.025000001,1.887979907,
E,2018-11-03 10:06:05,3708,3708,307,213869.7294,0.025000001,1.887979907,
E,2018-11-03 10:06:08,3711,3711,132,213871.6174,0.024999995,1.887979512,
E,2018-11-03 10:06:08,3708,3708,129,213871.6174,0,0,
E,2018-11-03 10:06:09,3714,3714,601,213872.2467,0.008333335,0.629326768,
E,2018-11-03 10:06:13,3708,3708,309,213874.764,0.033333336,2.517306675,
E,2018-11-03 10:06:14,3712,3712,116,213875.3933,0.00833333,0.629326372,
E,2018-11-03 10:06:16,3712,3712,502,213876.652,0.016666671,1.258653535,
E,2018-11-03 10:06:16,3708,3708,502,213876.652,0,0,
E,2018-11-03 10:06:17,3712,3712,112,213877.2813,0.00833333,0.629326372,
E,2018-11-03 10:06:20,3708,3708,133,213879.1693,0.025000001,1.887979907,
E,2018-11-03 10:06:20,3711,3711,111,213879.1693,0,0,
E,2018-11-03 10:06:23,3708,3708,502,213881.0573,0.025000001,1.887979907,
E,2018-11-03 10:06:23,3716,5301,142,213881.0573,0,0,
E,2018-11-03 10:06:25,3711,3711,111,213882.3159,0.016666665,1.25865314,
E,2018-11-03 10:06:30,3704,3708,129,213885.4626,0.041666666,3.146633047,
E,2018-11-03 10:06:30,3711,3711,110,213885.4626,0,0,
E,2018-11-03 10:06:30,3708,3708,116,213885.4626,0,0,
E,2018-11-03 10:06:32,3712,3712,601,213886.7212,0.016666671,1.258653535,
E,2018-11-03 10:06:33,3711,3711,502,213887.3505,0.00833333,0.629326372,
E,2018-11-03 10:06:42,3711,3711,502,213893.0145,0.075000002,5.663939722,
E,2018-11-03 10:06:46,3711,3711,309,213895.5318,0.033333331,2.517306279,
E,2018-11-03 10:06:47,3711,3711,112,213896.1611,0.008333335,0.629326768,
E,2018-11-03 10:06:47,3711,3711,142,213896.1611,0,0,
E,2018-11-03 10:06:51,3712,3712,142,213898.6784,0.033333336,2.517306675,
E,2018-11-03 10:06:51,3711,3711,249,213898.6784,0,0,
E,2018-11-03 10:06:57,3714,3708,502,213902.4544,0.049999996,3.775959419,
E,2018-11-03 10:06:57,3711,3711,502,213902.4544,0,0,
E,2018-11-03 10:06:57,3711,3711,344,213902.4544,0,0,
I,2018-11-03 10:07:01,3714,5317,502,213904.9717,0.033333336,2.517306675,
E,2018-11-03 10:07:07,3711,3711,502,213908.7476,0.050000001,3.775959815,
E,2018-11-03 10:07:08,3711,3711,141,213909.377,0.00833333,0.629326372,
E,2018-11-03 10:07:10,3708,3708,305,213910.6356,0.016666665,1.25865314,
E,2018-11-03 10:07:12,3711,3711,309,213911.8943,0.016666671,1.258653535,
E,2018-11-03 10:07:18,3715,101,116,213915.6702,0.049999996,3.775959419,
E,2018-11-03 10:07:18,3708,3708,142,213915.6702,0,0,
E,2018-11-03 10:07:18,3708,3708,142,213915.6702,0,0,
E,2018-11-03 10:07:18,3708,3708,502,213915.6702,0,0,
E,2018-11-03 10:07:21,3711,3711,131,213917.5582,0.025000001,1.887979907,
E,2018-11-03 10:07:22,3715,3715,302,213918.1875,0.008333335,0.629326768,
E,2018-11-03 10:07:23,3708,3708,141,213918.8169,0.008333335,0.629326768,
E,2018-11-03 10:07:25,3712,3712,303,213920.0755,0.016666665,1.25865314,
E,2018-11-03 10:07:26,3708,3708,502,213920.7048,0.00833333,0.629326372,
E,2018-11-03 10:07:32,3712,3712,601,213924.4808,0.050000001,3.775959815,
E,2018-11-03 10:07:32,3711,3711,502,213924.4808,0,0,
E,2018-11-03 10:07:32,3711,3711,502,213924.4808,0,0,
E,2018-11-03 10:07:33,3711,3711,502,213925.1101,0.008333335,0.629326768,
E,2018-11-03 10:07:36,3711,3711,601,213926.9981,0.025000001,1.887979907,
E,2018-11-03 10:07:38,3711,3711,141,213928.2568,0.016666665,1.25865314,
E,2018-11-03 10:07:39,3711,3711,501,213928.8861,0.008333335,0.629326768,
E,2018-11-03 10:07:44,3711,3711,502,213932.0327,0.041666666,3.146633047,
E,2018-11-03 10:07:45,3708,3708,601,213932.6621,0.00833333,0.629326372,
E,2018-11-03 10:07:45,3711,3711,502,213932.6621,0,0,
E,2018-11-03 10:07:46,3713,5301,502,213933.2914,0.008333335,0.629326768,
E,2018-11-03 10:07:47,3708,3708,344,213933.9207,0.008333335,0.629326768,
E,2018-11-03 10:07:47,3726,3711,412,213933.9207,0,0,
E,2018-11-03 10:07:47,3708,3708,116,213933.9207,0,0,
E,2018-11-03 10:07:47,3708,3708,129,213933.9207,0,0,
E,2018-11-03 10:07:51,3711,3711,502,213936.438,0.033333331,2.517306279,
E,2018-11-03 10:07:51,3708,3708,502,213936.438,0,0,
E,2018-11-03 10:07:54,3712,3712,312,213938.326,0.025000001,1.887979907,
E,2018-11-03 10:07:54,3711,3711,136,213938.326,0,0,
E,2018-11-03 10:07:57,3708,3708,116,213940.214,0.025000001,1.887979907,
E,2018-11-03 10:07:58,3708,3708,110,213940.8433,0.008333335,0.629326768,
I,2018-11-03 10:08:01,3714,3717,412,213942.7313,0.024999995,1.887979512,
I,2018-11-03 10:08:05,3714,3717,307,213945.2486,0.033333336,2.517306675,
I,2018-11-03 10:08:11,3708,3708,304,213949.0245,0.050000001,3.775959815,
I,2018-11-03 10:08:12,3715,3715,309,213949.6539,0.00833333,0.629326372,
E,2018-11-03 10:08:15,3715,3715,344,213951.5419,0.025000001,1.887979907,
E,2018-11-03 10:08:16,3715,3715,122,213952.1712,0.008333335,0.629326768,
E,2018-11-03 10:08:16,3711,3711,136,213952.1712,0,0,
E,2018-11-03 10:08:18,3711,3711,142,213953.4298,0.016666665,1.25865314,
E,2018-11-03 10:08:19,3713,5301,502,213954.0592,0.008333335,0.629326768,
E,2018-11-03 10:08:20,3714,3711,303,213954.6885,0.00833333,0.629326372,
E,2018-11-03 10:08:21,3708,3708,429,213955.3178,0.008333335,0.629326768,
E,2018-11-03 10:08:22,3714,3714,502,213955.9471,0.008333335,0.629326768,
E,2018-11-03 10:08:24,3711,3711,116,213957.2058,0.016666665,1.25865314,
E,2018-11-03 10:08:24,3708,3708,302,213957.2058,0,0,
E,2018-11-03 10:08:25,3708,3708,304,213957.8351,0.008333335,0.629326768,
